cod_modulo,id_ra,id_criterio,definicion
489,1,a,Se han analizado las limitaciones que plantea la ejecución de aplicaciones en los dispositivos móviles.
489,1,b,Se han identificado las tecnologías de desarrollo de aplicaciones para dispositivos móviles.
489,1,c,"Se han instalado, configurado y utilizado entornos de trabajo para el desarrollo de aplicaciones para dispositivos móviles."
489,1,d,Se han identificado configuraciones que clasifican los dispositivos móviles en base a sus características.
489,1,e,Se han descrito perfiles que establecen la relación entre el dispositivo y la aplicación.
489,1,f,Se ha analizado la estructura de aplicaciones existentes para dispositivos móviles identificando las clases utilizadas.
489,1,g,Se han realizado modificaciones sobre aplicaciones existentes.
489,1,h,Se han utilizado emuladores para comprobar el funcionamiento de las aplicaciones.
489,2,a,Se ha generado la estructura de clases necesaria para la aplicación.
489,2,b,"Se han analizado y utilizado las clases que modelan ventanas, menús, alertas y controles para el desarrollo de aplicaciones gráficas sencillas."
489,2,c,Se han utilizado las clases necesarias para la conexión y comunicación con dispositivos inalámbricos.
489,2,d,Se han desarrollado aplicaciones que hacen uso de las funcionalidades proporcionadas por los sensores.
489,2,e,Se han utilizado las clases necesarias para establecer conexiones y comunicaciones HTTP y HTTPS.
489,2,f,Se han utilizado las clases necesarias para establecer conexiones con almacenes de datos garantizando la persistencia.
489,2,g,Se han realizado pruebas de interacción usuario-aplicación para optimizar las aplicaciones desarrolladas a partir de emuladores.
489,2,h,Se han empaquetado y desplegado las aplicaciones desarrolladas en dispositivos móviles reales.
489,2,i,Se han documentado los procesos necesarios para el desarrollo de las aplicaciones.
489,2,j,Se han establecido los permisos requeridos para el funcionamiento de las aplicaciones.
489,3,a,Se han analizado entornos de desarrollo multimedia.
489,3,b,"Se han reconocido las clases que permiten la captura, procesamiento y almacenamiento de datos multimedia."
489,3,c,Se han utilizado clases para la conversión de datos multimedia de un formato a otro.
489,3,d,Se han utilizado clases para procesar datos multimedia.
489,3,e,"Se han utilizado clases para el control de eventos, tipos de media y excepciones, entre otros."
489,3,f,Se han utilizado clases para la creación y control de animaciones.
489,3,g,Se han utilizado clases para reproducir contenidos multimedia.
489,3,h,Se han depurado y documentado los programas desarrollados.
489,4,a,Se han identificado los elementos que componen la arquitectura de un juego 2D y 3D.
489,4,b,Se han analizado los componentes de un motor de juegos.
489,4,c,Se han analizado entornos de desarrollo de juegos.
489,4,d,"Se han analizado diferentes motores de juegos, sus características y funcionalidades."
489,4,e,Se han identificado los bloques funcionales de un juego existente.
489,4,f,Se ha reconocido la representación lógica y espacial de una escena gráfica sobre un juego existente.
489,5,a,Se ha establecido la lógica de un nuevo juego.
489,5,b,Se han creado los objetos necesarios para el juego y definido sus características.
489,5,c,Se han creado las escenas del juego y distribuido los objetos en las mismas.
489,5,d,Se han creado materiales para determinar las propiedades finales de la superficie de un objeto.
489,5,e,Se han establecido las propiedades físicas de los objetos.
489,5,f,Se ha incorporado sonido a los diferentes eventos del juego.
489,5,g,Se han utilizado cámaras y configurado la iluminación.
489,5,h,Se han desarrollado e implantado juegos para dispositivos móviles.
489,5,i,Se han realizado pruebas de funcionamiento y optimización de los juegos desarrollados.
489,5,j,Se han documentado las fases de diseño y desarrollo de los juegos creados.
490,1,a,Se han reconocido las características de la programación concurrente y sus ámbitos de aplicación.
490,1,b,"Se han identificado las diferencias entre programación paralela y programación distribuida, sus ventajas e inconvenientes."
490,1,c,Se han analizado las características de los procesos y de su ejecución por el sistema operativo.
490,1,d,Se han caracterizado los hilos de ejecución y descrito su relación con los procesos.
490,1,e,Se han utilizado clases para programar aplicaciones que crean subprocesos.
490,1,f,Se han utilizado mecanismos para compartir información con los subprocesos iniciados.
490,1,g,Se han utilizado mecanismos para sincronizar y obtener el valor devuelto por los subprocesos iniciados.
490,1,h,Se han desarrollado aplicaciones que gestionen y utilicen procesos para la ejecución de varias tareas en paralelo.
490,1,i,Se han depurado y documentado las aplicaciones desarrolladas.
490,2,a,Se han identificado situaciones en las que resulte útil la utilización de varios hilos en un programa.
490,2,b,"Se han reconocido los mecanismos para crear, iniciar y finalizar hilos."
490,2,c,Se han programado aplicaciones que implementen varios hilos.
490,2,d,Se han identificado los posibles estados de ejecución de un hilo y programado aplicaciones que los gestionen.
490,2,e,Se han utilizado mecanismos para compartir información entre varios hilos de un mismo proceso.
490,2,f,Se han desarrollado programas formados por varios hilos sincronizados mediante técnicas específicas.
490,2,g,Se ha establecido y controlado la prioridad de cada uno de los hilos de ejecución.
490,2,h,Se han depurado y documentado los programas desarrollados.
490,2,i,Se ha analizado el contexto de ejecución de los hilos.
490,2,j,Se han analizado librerías específicas del lenguaje de programación que permiten la programacióm multihilo.
490,2,k,Se han reconocido los problemas derivados de la compartición de información entre los hilos de un mismo proceso.
490,3,a,Se han identificado escenarios que precisan establecer comunicación en red entre varias aplicaciones.
490,3,b,Se han identificado los roles de cliente y de servidor y sus funciones asociadas.
490,3,c,Se han reconocido librerías y mecanismos del lenguaje de programación que permiten programar aplicaciones en red.
490,3,d,"Se ha analizado el concepto de socket, sus tipos y características."
490,3,e,Se han utilizado sockets para programar una aplicación cliente que se comunique con un servidor.
490,3,f,Se ha desarrollado una aplicación servidor en red y verificado su funcionamiento.
490,3,g,Se han desarrollado aplicaciones que utilizan sockets para intercambiar
490,3,h,información.
490,3,i,Se han utilizado hilos para posibilitar la comunicación simultánea de varios clientes con el servidor.
490,3,j,Se han caracterizado los modelos de comunicación más usuales en las arquitecturas de aplicaciones distribuidas.
490,3,k,Se han depurado y documentado las aplicaciones desarrolladas.
490,4,a,Se han identificado diferentes protocolos estándar de comunicación para la implementación de servicios en red.
490,4,b,Se han reconocido las ventajas de la utilización de protocolos estándar para la comunicación entre aplicaciones y procesos.
490,4,c,Se han analizado librerías que permitan implementar servicios en red utilizando protocolos estándar de comunicación.
490,4,d,Se han desarrollado y probado servicios de comunicación en red.
490,4,e,Se han utilizado clientes de comunicaciones para verificar el funcionamiento de los servicios.
490,4,f,Se han incorporado mecanismos para posibilitar la comunicación simultánea de varios clientes con el servicio.
490,4,g,Se ha verificado la disponibilidad del servicio.
490,4,h,Se han depurado y documentado las aplicaciones desarrolladas.
490,5,a,Se han identificado y aplicado principios y prácticas de programación segura.
490,5,b,Se han analizado las principales técnicas y prácticas criptográficas.
490,5,c,Se han definido e implantado políticas de seguridad para limitar y controlar el acceso de los usuarios a las aplicaciones desarrolladas.
490,5,d,Se han utilizado esquemas de seguridad basados en roles.
490,5,e,Se han empleado algoritmos criptográficos para proteger el acceso a la información almacenada.
490,5,f,Se han identificado métodos para asegurar la información transmitida.
490,5,g,Se han desarrollado aplicaciones que utilicen comunicaciones seguras para la transmisión de información.
490,5,h,Se han depurado y documentado las aplicaciones desarrolladas.
491,1,a,Se han reconocido los diferentes sistemas ERP-CRM que existen en el mercado.
491,1,b,Se han identificado los diferentes tipos de licencia de los sistemas ERP-CRM.
491,1,c,Se han comparado sistemas ERP-CRM en función de sus características y requisitos.
491,1,d,Se ha identificado el sistema operativo adecuado a cada sistema ERPCRM.
491,1,e,Se ha identificado el sistema gestor de datos adecuado a cada sistema ERP-CRM.
491,1,f,Se han verificado las configuraciones del sistema operativo y del gestor de datos para garantizar la funcionalidad del ERP-CRM.
491,1,g,Se han documentado las operaciones realizadas.
491,1,h,Se han documentado las incidencias producidas durante el proceso.
491,2,a,Se han identificado los módulos que componen el ERP-CRM.
491,2,b,Se han realizado diferentes tipos de instalaciones.
491,2,c,Se han configurado los módulos instalados.
491,2,d,Se han realizado instalaciones adaptadas a las necesidades planteadas en diferentes supuestos.
491,2,e,Se ha verificado el funcionamiento del ERP-CRM.
491,2,f,Se han documentado las operaciones realizadas y las incidencias.
491,3,a,Se han utilizado herramientas y lenguajes de consulta y manipulación de datos proporcionados por los sistemas ERP-CRM.
491,3,b,Se han generado formularios.
491,3,c,Se han generado informes.
491,3,d,Se han exportado datos e informes.
491,3,e,Se han automatizado las extracciones de datos mediante procesos.
491,3,f,Se ha verificado el rendimiento del sistema ERP-CRM.
